16,Cox et al,2013,sablefish (Anoplopoma fimbria),British Columbia (Canada),51.00,-129.00,multi-fleet multi-gear sablefish (Anoplopoma fimbria) fishery in British Columbia (Canada),Uncertainty,0,1,0,1,0,0,0,0,0,0,"Our specific objectives are to: (1) show how uncertainty in a complex stock assessment model leads to alternative BRPs and conservation objectives for the sablefish population, (2) use a closed-loop simulation model to compare how alternative operational control point choices affect management ability to meet conservation objectives defined by biological reference points, as well as short-term fishery economic objectives defined by stakeholders, and (3) test robustness of MPs under an unlikely, yet risky, population dynamics scenario.",It is unclear if there was any elicitation as there is not documentation of the objective development process.,,Visualization,,Scientists,"Fishery, Scientists",,"Fishery, Scientists",Scientists,"Fishery, Scientists",Simulation modeling,"Cox, S.P., Kronlund, A.R. and Benson, A.J., 2013. The roles of biological reference points and operational control points in management procedures for the sablefish (Anoplopoma fimbria) fishery in British Columbia, Canada. Environmental Conservation, 40(4), pp.318-328.",10.1017/S0376892913000271,"This was one of many articles to come out of MSEs published by the same authors related to their work on BS sablefish.  The process was not fully documented here, apart from the alternatives selected in this study.  It is possible the process is more fully documented in earlier articles related to this fishery.",1
17,Punt and Hobday,2009,rock lobster (Jasus edwardsii),"Victoria, Australia",-39.00,145.00,"Victoria, Australia rock lobster fishery","Allowable Catch Adjustment, Spatial Structure, Uncertainty",0,0,0,0,0,0,0,0,0,0,What spatial structure of stock assessments and management strategies will best achieve the management objectives for Rock lobster off of Victoria Australia?,"Unknown, no documentation of the process for objective determination",,Unknown,,Scientists,Scientists,,"Fishery, Scientists",,Scientists,Simulation modeling,"André E. Punt & David Hobday (2009) Management strategy evaluation
for rock lobster, Jasusedwardsii, off Victoria, Australia: Accounting for uncertainty in stock
structure, New Zealand Journal of Marine and Freshwater Research, 43:1, 485-509",10.1080/00288330909510017,"MSE focused on the spatial scale of stock assessments and management.  The results indicate that for the objectives considered a smaller spatial scale is best.  However, they note this approach is not feasible, so management cost objectives were clearly lacking.  No process documentation is included in the article.",1
18,Dichmont et. al.,2013,"Tiger prawn (Penaeus esculentus and P. semisulcatus), endeavour prawn (Metapenaeus endeavouri and M. ensis) and their ecosystem",Northern Australia,-13.00,139.00,Northern Australia prawn fishery,"Ecosystem Based Management, Spatial Structure",0,0,0,0,0,0,0,0,0,0,What spatial closure plan will best achieve the objectives for management of the ecosystem and prawn fishery occuring in northern Australia?,"Undocumented.  Also, many of the performance measure are not associated with a desired status, and result in double (or more) counting.",,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Dichmont, C.M., Ellis, N., Bustamante, R.H., Deng, R., Tickell, S., Pascual, R., Lozano?Montes, H. and Griffiths, S., 2013. EDITOR'S CHOICE: Evaluating marine spatial closures with conflicting fisheries and conservation objectives. Journal of Applied Ecology, 50(4), pp.1060-1070.",10.1111/1365-2664.12110,"The objectives for this study are a mess.  There is a substantial degree of overlap between performance measures, and in many cases it is unclear what the motivation for a performance measure is.  There is no documentation of interation with stakeholders and this appears to be primarily a simulation study.",1
19,Prellezo et. al.,2016,"Megrim (Lepidorhombus whiffiagonis), Hake (Merluccius merluccius), Black anglerfish (Lophius budegassa), White anglerfish (Lophius piscatorius), Western Horse mackeral (Trachurus trachurus), Mackeral (Scomber scombrus), Blue whiting (Micromesistius poutassou), Rays (Leucoraja naevus), Inshore squids (Loliginidae, Seabass (Dicentrarchus labrax), Cuttlefishes and bobtail squids (Sepiidae, Sepiolidae), Red mullet (Mullus surmuletus)",Bay of Biscay,46.00,-3.00,Bay of Biscay trawl fishery,Landing Regulations,0,0,0,0,0,0,0,0,0,0,"What effect with a landing obligation, and some limited exceptions, have on the Bay of Biscay trawl fishery?",Objectives and performance measures are not documented and can only be extrapolated from the results.,,Unknown,,Scientists,Scientists,,Unknown,,Scientists,Simulation modeling,"Prellezo, R., Carmona, I. and García, D., 2016. The bad, the good and the very good of the landing obligation implementation in the Bay of Biscay: A case study of Basque trawlers. Fisheries Research, 181, pp.172-185.",10.1016/j.fishres.2016.04.016,"This study was difficult to follow because it was seemingly written by an english as a second language writer, and the performance metrics weren't specified separately from the results.  Presented as a simulation study without connection to a decision process.",1
20,Dichmont et. al.,2006,Tiger prawn (Penaeus esculentus and P. semisulcatus),Northern Australia,-13.00,139.00,Northern Australia prawn fishery,"Monitoring Methodology, Uncertainty",0,0,0,0,0,0,0,0,0,0,What uncertainties are most influential to the achievement of fishery objectives in the Autralian northern prawn fishery?,Seemingly governmentally established reference points were translated into performance measures by the scientists.,,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Dichmont, C.M., Deng, A.R., Punt, A.E., Venables, W. and Haddon, M., 2006. Management strategies for short lived species: The case of Australia's Northern Prawn Fishery: 3. Factors affecting management and estimation performance. Fisheries Research, 82(1-3), pp.235-245.",10.1016/j.fishres.2006.06.008,"This is more of a value of information analysis than a management strategy evaluation, except without presenting the results in a VoI framework.  Put another way, this was a sensitivity analysis.",1
21,Plagányi et. al.,2013,"sandfish, black teatfish, surf redfish, white teatfish, deepwater redfish, hairy blackfish (Actinopyga miliaris), prickly redfish (Thelenota ananas), leopardfish (Bohadschia argus)",Torres Strait,-10.00,144.00,Torres Strait Sea cucumber fishery,"Climate Change, Monitoring Methodology, Uncertainty",0,0,0,0,0,0,0,0,0,0,"How will climate change, management strategy, and monitoring influence the status of the Torres Strait Sea cucumber fishery?","They were not, the scientists selected objectives, and a separate set of performance measures.",,Unknown,,Scientists,Scientists,,Scientists,,Scientists,"Expert Elicitation, Simulation modeling","Plagányi, É.E., Skewes, T.D., Dowling, N.A. and Haddon, M., 2013. Risk management tools for sustainable fisheries management under changing climate: a sea cucumber example. Climatic Change, 119(1), pp.181-197.",10.1007/s10584-012-0596-0,Odd that the performance measures selected do not correspond with the objective set developed.  Simulation study only,1
22,Wiedenmann et. al.,2017,NA,NA,0.00,0.00,Simulated fishery in U.S.,Uncertainty,0,0,0,0,0,0,0,0,0,0,How effective are various approaches to setting acceptable biological catch at avoiding overfishing resulting from assessment uncertainty?,Simulation study without stakeholder input,,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Wiedenmann, J., Wilberg, M., Sylvia, A. and Miller, T., 2016. An evaluation of acceptable biological catch (ABC) harvest control rules designed to limit overfishing. Canadian Journal of Fisheries and Aquatic Sciences, 74(7), pp.1028-1040.",10.1139/cjfas-2016-0381,"A simlulation study, not tied to any particular fishery.",1
23,Smith et. al.,2013,"horseshoe crabs (Limulus polyphemus), red knots (Calidris canutus rufa)",Delaware Bay,39.00,-75.00,Delaware Bay Horsewhoe crab fishery,"Allowable Catch Adjustment, Monitoring Methodology, Species Interactions, Uncertainty",1,1,1,1,1,0,1,0,0,0,"How to sustainably harvest [horseshoe crabs in Delaware Bay], including moratoria, given multispecies objectives?","Through consultations and public meetings with managers and stakeholders with additional input from scientific experts on sex ratio and carrying capacity.  While the objective function is reported, the full steps taken to produce it aren't explicit.",MCDA,,,Scientists,"Analysts, Decision Makers, Experts, Facilitators, Fishery, Government, Management, Scientists","Analysts, Fishery, Management, Scientists",,"Analysts, Fishery, Management",,"Dynamic programming, Simulation modeling","Smith, D.R., McGowan, C.P., Daily, J.P., Nichols, J.D., Sweka, J.A. and Lyons, J.E., 2013. Evaluating a multispecies adaptive management framework: must uncertainty impede effective decision?making?. Journal of Applied Ecology, 50(6), pp.1431-1440.",10.1111/1365-2664.12145,"Study combines active adaptive management with management strategy evaluation.  Documentation of the process is not particularly detailed as presented here, but that stakeholder elicitiation occurred is documented. A value of information analysis was conducted in addition to the MSE.",1
24,Wetzel and Punt,2015,"NA, two generic simulated species (flathish and rockfish)",United States West Coast,39.00,-125.00,US west coast groundfish,"Monitoring Methodology, Uncertainty",0,0,0,0,0,0,0,0,0,0,What are the impacts of monitoring method and stock assessment approachs associated with those methods to assessment performance?,Unspecified,,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Wetzel, C.R. and Punt, A.E., 2015. Evaluating the performance of data-moderate and catch-only assessment methods for US west coast groundfish. Fisheries research, 171, pp.170-187.",10.1016/j.fishres.2015.06.005,"Simulation analysis seemingly unassociated with fishery problem development.  Monitoring methodology problem that did not take a VoI approach, or incorporate objectives beyond those related to estimation error.",1
25,Bastardie et. al.,2010,eastern Baltic cod (Gadus morhua),Baltic Sea,59.00,20.00,Baltic Cod fishery,"Environmental Conditions, Fishing Behavior",0,0,0,0,0,0,0,0,0,0,"How will the recovery of Baltic cod be influenced by catch limit versus effort limit regulations, environmental conditions, and fleet behavior?",Unspecified.  Figures display more performance measures than described in the text.  Only those mentioned in the text are listed.,,Unknown,,Unknown,Scientists,,Scientists,,Management,Simulation modeling,"Francois Bastardie, J. Rasmus Nielsen, Gerd Kraus; The eastern Baltic cod fishery: a fleet-based management strategy evaluation framework to assess the cod recovery plan of 2008, ICES Journal of Marine Science, Volume 67, Issue 1, 1 January 2010, Pages 71-86",10.1093/icesjms/fsp228,"This is a simulation analysis, but it may have been initiated due to management questioning the impact of recently implemented management changes.  The performance measures are not well documented, and the measures described do not correspond to the measures displayed in the results.",1
26,Kolody et. al.,2008,Southern Bluefin Tuna (Thunnus maccoyi),Southern Ocean,-44.00,77.00,Southern Bluefin Tuna Fishery,Uncertainty,1,0,1,1,1,1,0,0,0,0,What management proceedure will best meet the management objectives for southern bluefin tuna?,"Through a series of workshops in which the management body provided objectives.  Only the SSB objective was explicitly established.  It seems that objective weights, or contraints for other objectives were attempted during the objective elicitation stage, which proved ineffective.",Visualization,,,Management,"Decision Makers, Facilitators, Fishery, Government, Independent, Management, Scientists",Management,,Scientists,,Simulation modeling,"Kolody, D., Polacheck, T., Basson, M. and Davies, C., 2008. Salvaged pearls: lessons learned from a floundering attempt to develop a management procedure for Southern Bluefin Tuna. Fisheries Research, 94(3), pp.339-350.",10.1016/j.fishres.2008.08.016,"This is a restrospective look back at an MSE process to derive lessons for fisheries management, and not exactly a documentation of a MSE itself.",1
27,Dawson et. al.,2016,sea lamprey (Petromyzon marinus),"Great Lakes, USA",45.00,-83.00,integrated pest management (IPM) program implemented by the Great Lakes Fishery Commission (GLFC) to control invasive sea lamprey (Petromyzon marinus) in the Laurentian Great Lakes,Uncertainty,0,0,0,0,0,0,0,0,0,0,"""Managers implementing IPM must decide how to allocate resources among implementation of status quo control strategies, research, development, implementation of novel pest management strategies, and refinement of existing management strategies.""",Unspecified,,Unknown,,Unknown,"Management, Scientists",,Scientists,,Scientists,Simulation modeling,"Dawson, H.A., Jones, M.L., Irwin, B.J., Johnson, N.S., Wagner, M.C. and Szymanski, M.D., 2016. Management Strategy Evaluation Of Pheromone?Baited Trapping Techniques To Improve Management Of Invasive Sea Lamprey. Natural Resource Modeling, 29(3), pp.448-469.",10.1111/nrm.12096,"Simulaiton study without documentation of the decision making process.  Not the usual MSE focused on harvest management, but a case of aiming to cause mortality in a cost effective way.",1
28,Froehlich et. al.,2017,Dungeness crab (Metacarcinus magister),"Hood Canal, Washington, USA",48.00,-123.00,Hood Canal Dungeness crab fishery,"Environmental Conditions, Implementation Uncertainty, Uncertainty",0,0,1,0,0,0,0,0,0,0,What Hood Canal Dungeness crab management strategies are robust to environmental and management uncertainty?,Co-managers' objectives and interests. Several in-person and remote meetings with Washington State and tribal co-managers were organized to reveal key interests and considerations regarding harvest strategy for testing. The input from the co-managers gave a clearer conceptual understanding of the model content and assumptions.,,Unknown,,Scientists,"Fishery, Government, Scientists","Fishery, Government",,,Unknown,"Expert elicitation, Simulation modeling","Froehlich, H.E., Essington, T.E. and McDonald, P.S., 2017. When does hypoxia affect management performance of a fishery? A management strategy evaluation of Dungeness crab (Metacarcinus magister) fisheries in Hood Canal, Washington, USA. Canadian journal of fisheries and aquatic sciences, 74(6), pp.922-932.",10.1139/cjfas-2016-0269,"Not a management strategy identification effort, but a consequence of environmental conditions study.",1
29,Punt et. al.,2012,Southern rock lobster (Jasus edwardsii),Great Australian Bight,-37.00,139.00,Australian Southern Zone Southern rock lobster fishery,Uncertainty,0,1,0,1,0,1,0,0,0,1,Which of two proposed decision rules will best meet the objectives of the Australian Southern Zone Southern rock lobster fishery?,Unspecified,,Mental Analysis,,Scientists,"Fishery, Government",,"Fishery, Government","Fishery, Government",,Simulation modeling,"Punt, A.E., McGarvey, R., Linnane, A., Phillips, J., Triantafillos, L. and Feenstra, J., 2012. Evaluating empirical decision rules for southern rock lobster fisheries: a South Australian example. Fisheries Research, 115, pp.60-71.",10.1016/j.fishres.2011.11.010,"Although the number of scenarios considered was not sufficient to conclude that all possible factors were considered, and the various scenarios were not weighted by the prior probabilities, the results of the analyses presented above assisted the selection of a DR for SZ rock lobster. The selected DR was the discrete rule. This selection was based on a number of factors, some based on results of the MSE and some based on other considerations. Specifically,
the performances of the two DRs were fairly similar with neither ""dominating"" the other. However, the discrete DR was seen to be more balanced (equally likely to increase as decrease the TACC) whereas it is more difficult to increase the TACC in the linear DR. Also, the discrete DR was proposed by the fishing industry and its acceptance increased stakeholder buy-in, a factor which cannot be over-emphasized during times when catch-rate [is in decline]",1
30,Irwin et. al.,2008,Yellow perch (Perca flavescens),"Lake Michigan, USA",44.00,-87.00,Lake Michigan Yellow perch fishery,Uncertainty,1,1,1,1,0,0,0,1,0,0,What harvest strategy should the Lake Michigan Committee and its constituent agencies adopt among different harvest policies to better meet their objectives for the fishery?,"During the first workshop, participants developed a list of potential general management objectives and associated specific measures of performance during a facilitated brainstorming exercise.  Performance measures were refined through the series of workshops.",Unknown,,,"Government, Management, Scientists","Decision Makers, Government, Management, Scientists","Government, Management",,"Government, Management",,"Expert elicitation, Simulation modeling","Irwin, B.J., Wilberg, M.J., Bence, J.R. and Jones, M.L., 2008. Evaluating alternative harvest policies for yellow perch in southern Lake Michigan. Fisheries Research, 94(3), pp.267-281.",10.1016/j.fishres.2008.05.009,,1
31,Kuykendall et. al.,2017,Atlantic surfclam (Spisula solidissima),Mid Atlantic Bight,40.00,-73.00,Mid Atlantic Bight Atlantic surfclam fishery,"Implementation Uncertainty, Spatial Structure, Uncertainty",0,0,0,0,0,0,0,0,0,0,"The objective of our study is to evaluate a range of area management options that may improve the Atlantic surfclam stock and the Atlantic surfclam fishery in the MAB.  My rewording would be, ""What area closure rules and closure duration will best achieve the objectives of the Atlantic surfclam fishery?""","The performance metrics are rooted in interviews with representatives from processing plants, industry trade organizations, and vessel
captains to ensure appropriateness. The performance metrics chosen are important in that they provide metrics that allow commercial stakeholders to evaluate the results of each management procedure based on their business model.",,Mental Analysis,,Scientists,"Fishery, Scientists",,"Fishery, Scientists",,"Fishery, Scientists",Simulation modeling,"Kuykendall, K.M., Powell, E.N., Klink, J.M., Moreno, P.T. and Leaf, R.T., 2017. Management strategy evaluation for the Atlantic surfclam (Spisula solidissima) using a spatially explicit, vessel-based fisheries model. Fishery Bulletin, 115(3).",10.7755/FB.115.3.3,"The decision process was not explicited documented, so the degree of stakeholder interaction was difficult to determine, but seemingly some interaction with stakeholders occurred.  This was predominantly a scientist lead simulation study.  The main driver evaluated was fishing behavior.",1
32,Fulton et. al.,2014,17 species in EBFM plan,Southeastern Australia,-39.00,146.00,Australia's Southern and Eastern Scalefish and Shark Fishery,"Ecosystem Based Management, Uncertainty",1,0,0,0,1,0,0,0,0,0,"Inexplicit, my version, ""What management strategy will best achieve the diverse objectives of a multiple species ecosystem based fisheries management plan?""",Unspecified,Visualization,,,Unknown,"Fishery, Independent, Management, Scientists",,"Fishery, Independent, Management, Scientists",,"Fishery, Independent, Management, Scientists",Simulation modeling,"Fulton, E.A., Smith, A.D., Smith, D.C. and Johnson, P., 2014. An integrated approach is needed for ecosystem based fisheries management: insights from ecosystem-level management strategy evaluation. PLoS One, 9(1), p.e84242.",10.1371/journal.pone.0084242,"Seemingly a stakeholder process occurred in this MSE, but it isn't documented, even in the referenced technical reports.  Performance measures are ill defined, as it the normalization process, which seems to combine results into categories before normalization.  Spider plots of the normalized scores were produced, seemingly presuming equal weighting.  Taken from text, ""When considering the performance of individual strategies these performance measures are considered individually, whereas for comparison across strategies they are pulled together into composite indices. For ease of interpretation and visualisation, the final composite values were then normalised over all strategies and all years so that the best result of a performance measure is assigned a value of 1 and all other values scaled accordingly.""",1
33,Haddon and Helidoniotis,2013,abalone (Haliotis rubra and Haliotis laevigata),Tasmania,-43.00,148.00,Tasmanian abalone fishery,"Spatial Structure, Uncertainty",0,0,0,0,0,0,0,0,0,0,"No single problem statement provided.  My version, ""What combination of legal minimum lengths will best meet the management objectives of the Tasmanian abalone fishery given the spatial structure of the abalone stocks?""","Objectives are not stated and evaluated in the simulation, but noted in the discussion",,Unknown,,Unknown,Scientists,,Unknown,,Scientists,Simulation modeling,"Haddon, M. and Helidoniotis, F., 2013. Legal minimum lengths and the management of abalone fisheries. Journal of Shellfish Research, 32(1), pp.197-208.",10.2983/035.032.0126,"Seeminlgly this isn't really a MSE, in that objectives weren't established.  So seemingly, rather than develop objectives and use a simulation study to test their achievement, a simulation study was conducted, and some possible objectives are discussed after the results were determined.",1
34,Chen et. al.,2018,Spanish mackerel (Scomberomorus Niphonius),China's Seas,33.00,124.00,Chinese Spanish mackerel fishery,Uncertainty,1,0,0,0,0,0,0,0,0,0,"Not explicitly stated in article, my version, ""What management procedure will best meet the management objectives of the Chinese spanish mackerel fishery given uncertainty in the natural mortality rate and the limit data available to assess the stock?""","Unstated, seemingly objectives were selected by the researchers from a set of available objectives in the DLMtoolkit.",,Unknown,,Scientists,Scientists,,Scientists,,Scientists,Simulation modeling,"Chen, N., Zhang, C., Sun, M., Xu, B., Xue, Y., Ren, Y. and Chen, Y., 2018. The impact of natural mortality variations on the performance of management procedures for Spanish mackerel (Scomberomorus niphonius) in the Yellow Sea, China. Acta Oceanologica Sinica, 37(8), pp.21-30.",10.1007/s13131-018-1234-0,"While a prefered MP was selected, this selection is based on the authors inexplicit weighting of trade-offs, and an undocumented trade-off evaluation method.  This MSE relied on the previously developed options available in the R package DLMtoolkit.",1
